"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
"Though nothing could be more polite than Lady Middleton's behaviour to Elinor and Marianne, she did not really like them at all.";7;LADYM:A+:CO+;LADYM:A-:X;LADYM:E+:CO+;22;4.7;1;0;1;0;0;3;1;0;0;0;1;2;0;4;0;0;0;2;0;2;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;"CO 1(polite)";;;"CO 1(polite)";;"CO 1(polite)";"polite";"polite";;"polite";;;1;0;0;1;0;1;1;1;0;1;0;0;0.86;0.53;0.33;1.12;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;"HC1 (105) [ CO- 2, E+ 5, E- 11, C+ 4, A+ 11, ST+ 11, A- 10, ST- 7, OC+ 2, SE+ 8, OC- 4, O+ 1, N+ 1, CO+ 14, O- 8, N- 6 ], HC2 (70) [ X + 1, E+ 2, C+ 3, E- 8, A+ 9, ST+ 5, A- 8, SE+ 22, O+ 2, N+ 4, O- 1, CO+ 2, N- 3 ], HC3 (45) [ E+ 9, E- 12, SE+ 8, OC- 1, C+ 1, A+ 1, A- 1, CO+ 8, O- 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Because they neither flattered herself nor her children, she could not believe them good-natured; and because they were fond of reading, she fancied them satirical: perhaps without exactly knowing what it was to be satirical; but THAT did not signify.";7;"LADYM:O-:OC-, LADYM:X:SE+";LADYM:A-:X;"LADYM:C-:X, LADYM:O-:X";43;4.9;3;0;0;0;0;4;4;0;0;0;1;0;1;1;0;0;0;8;1;5;0;0;0;0;1;0;3;5;2;0;0;0;0;1;0;0;"SD 1(knowing)";"SD 1(knowing)";;;"SD 1(knowing)";"SD 1(knowing)";"good-natured";"good-natured";"fancied, fond";"knowing";"it";;1;1;0;0;1;1;1;1;2;1;1;0;0.88;0.48;0.38;1.08;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;"HC1 (108) [ CO- 2, E+ 5, E- 11, C+ 4, A+ 11, ST+ 11, A- 10, ST- 7, OC+ 2, SE+ 9, OC- 5, O+ 1, N+ 1, CO+ 14, O- 9, N- 6 ], HC2 (71) [ X + 1, E+ 2, C+ 3, E- 8, A+ 9, ST+ 5, A- 9, SE+ 22, O+ 2, N+ 4, O- 1, CO+ 2, N- 3 ], HC3 (47) [ E+ 9, E- 12, SE+ 8, OC- 1, C+ 1, A+ 1, C- 1, A- 1, CO+ 8, O- 5 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"It was censure in common use, and easily given.";0;;;;9;4.1;1;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;;;;;;;;;"common";;0;0;0;0;0;0;0;0;0;0;1;0;0.86;0.53;0.25;1.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Their presence was a restraint both on her and on Lucy.;0;;;;11;4.0;2;0;1;0;0;2;0;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"CO 1(restraint)";;;"CO 1(restraint)";;"CO 1(restraint)";;;;;;;1;0;0;1;0;1;0;0;0;0;0;0;0.92;0.41;0.31;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"It checked the idleness of one, and the business of the other.";4;"LADYM:C-:X, LUCYS:C+:X";;;12;4.1;1;1;3;0;0;2;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"AC 1(business)";"AC 1(business)";;"AC 1(business)";"AC 1(business)";"AC 1(business)";;;;;;;1;1;0;1;1;1;0;0;0;0;0;0;0.88;0.49;0.31;1.12;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;"HC1 (109) [ CO- 2, E+ 5, E- 11, C+ 4, A+ 11, C- 1, ST+ 11, A- 10, ST- 7, OC+ 2, SE+ 9, OC- 5, O+ 1, N+ 1, CO+ 14, O- 9, N- 6 ]";;;"HC1 (216) [ CO- 3, X + 1, E+ 29, E- 2, C+ 6, A+ 16, C- 6, ST+ 23, A- 26, ST- 15, OC+ 16, SE+ 16, OC- 1, SE- 3, O+ 2, N+ 8, CO+ 36, O- 4, N- 3 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lady Middleton was ashamed of doing nothing before them, and the flattery which Lucy was proud to think of and administer at other times, she feared they would despise her for offering.";4;"LADYM:X:SE+, LUCYS:X:SE+, MARIA:X:ST-, MARIA:X:OC+, ELINO:X:ST-, ELINO:X:OC+, LUCYS:X:OC-";;;32;4.7;2;0;1;0;0;5;3;0;0;0;1;4;1;3;0;0;0;4;0;0;0;0;0;0;1;0;2;3;1;0;0;0;1;0;0;0;"AC 1(proud), CO 1(ashamed), SD 1(think)";;;"AC 1(proud), SD 1(think)";"AC 1(proud), SD 1(think)";"AC 1(proud), SD 1(think)";"proud";"ashamed, proud";;"proud";;"ashamed";3;0;0;2;2;2;1;2;0;1;0;1;0.88;0.49;0.38;1.09;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;2;1;;;;;;;;;"HC1 (738) [ CO- 7, E+ 8, C+ 105, E- 19, A+ 115, C- 1, ST+ 145, A- 22, ST- 5, ST+  2, OC+ 32, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 181, CO+  4, N- 37 ]";;;;;;;"HC1 (110) [ CO- 2, E+ 5, E- 11, C+ 4, A+ 11, C- 1, ST+ 11, A- 10, ST- 7, OC+ 2, SE+ 10, OC- 5, O+ 1, N+ 1, CO+ 14, O- 9, N- 6 ]";;;"HC1 (218) [ CO- 3, X + 1, E+ 29, E- 2, C+ 6, A+ 16, C- 6, ST+ 23, A- 26, ST- 15, OC+ 16, SE+ 17, OC- 2, SE- 3, O+ 2, N+ 8, CO+ 36, O- 4, N- 3 ]";;"HC1 (649) [ CO- 56, CO-  2, X + 3, E+ 47, E- 25, C+ 3, A+ 49, C- 23, ST+ 49, A- 50, ST- 32, OC+   1, ST+  1, OC+ 88, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 28, O- 7, N- 9 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Miss Steele was the least discomposed of the three, by their presence; and it was in their power to reconcile her to it entirely.";2;;ANNES:N-:X;;25;4.2;1;1;2;0;0;3;0;0;1;0;0;3;0;2;0;0;0;3;2;1;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;"PO 1(power)";"PO 1(power)";"PO 1(power)";"PO 1(power)";"PO 1(power)";"PO 1(power)";;;;;"least, it";"discomposed";1;1;1;1;1;1;0;0;0;0;2;1;0.88;0.48;0.30;1.15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;"HC2 (93) [ X + 1, E+ 26, SE+ 29, A+ 10, A- 25, N+ 1, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Would either of them only have given her a full and minute account of the whole affair between Marianne and Mr. Willoughby, she would have thought herself amply rewarded for the sacrifice of the best place by the fire after dinner, which their arrival occasioned.";5;"ANNES:A-:OC+, ANNES:E+:X";;"LADYM:A-:SE, ANNES:A-:SE, LUCYS:A-:SE";45;4.8;2;0;6;0;0;7;3;0;1;0;2;7;0;3;0;0;0;4;1;2;0;0;0;0;0;0;2;1;0;3;0;0;1;0;0;0;"AC 1(best), SD 1(thought), UN 1(sacrifice)";"AC 1(best), SD 1(thought), UN 1(sacrifice)";;"AC 1(best), SD 1(thought), UN 1(sacrifice)";"AC 1(best), SD 1(thought), UN 1(sacrifice)";"AC 1(best), SD 1(thought), UN 1(sacrifice)";;;"full, minute";;"whole, best";;3;3;0;3;3;3;0;0;2;0;2;0;0.84;0.57;0.31;1.14;0;0;0;0;1;0;0;4;0;0;3;0;0;0;0;0;1;0;;"HC1 (84) [ CO- 7, SE+  1, X + 1, E+ 26, A+ 8, ST+ 8, A- 8, ST- 4, OC+ 8, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC3 (35) [ E+ 22, SE+ 8, A+ 3, A- 2 ]";;;;;;;;;;;;;;"HC3 (49) [ E+ 9, E- 12, SE+ 9, OC- 1, C+ 1, A+ 1, C- 1, A- 2, CO+ 8, O- 5 ]";;;"HC3 (199) [ E+ 103, SE+ 63, OC- 2, C+ 1, A+ 9, ST+ 2, A- 4, N+ 5, O- 8, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"But this conciliation was not granted; for though she often threw out expressions of pity for her sister to Elinor, and more than once dropt a reflection on the inconstancy of beaux before Marianne, no effect was produced, but a look of indifference from the former, or of disgust in the latter.";6;"ELINO:N-:OC+, ELINO:E-:CO+, MARIA:O+:OC+, ANNES:E+:X, ANNES:A-:OC+";"ANNES:E:SE, MARIA:N-:X, ";;53;4.5;4;0;7;0;0;12;2;0;0;0;0;10;1;2;0;0;0;1;1;3;1;0;1;0;1;0;0;4;0;2;0;0;0;0;0;0;"BE 1(pity), SD 1(reflection)";"BE 1(pity)";"SD 1(reflection)";"BE 1(pity), SD 1(reflection)";;"BE 1(pity), SD 1(reflection)";;;;;"out";;2;1;1;2;0;2;0;0;0;0;1;0;0.88;0.49;0.23;1.21;1;0;0;0;2;1;0;1;0;2;1;0;0;0;1;0;3;0;;"HC1 (87) [ CO- 7, SE+  1, X + 1, E+ 27, A+ 8, ST+ 8, A- 9, ST- 4, OC+ 9, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC2 (95) [ X + 1, E+ 27, SE+ 30, A+ 10, A- 25, N+ 1, N- 1 ]";;;;;;;"HC1 (742) [ CO- 7, E+ 8, C+ 105, E- 20, A+ 115, C- 1, ST+ 145, A- 22, ST- 5, ST+  2, OC+ 33, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 182, CO+  4, N- 38 ]";;;;;;;;;;;;"HC1 (651) [ CO- 56, CO-  2, X + 3, E+ 47, E- 25, C+ 3, A+ 49, C- 23, ST+ 49, A- 50, ST- 32, OC+   1, ST+  1, OC+ 89, SE+ 3, OC- 4, SE- 6, O+ 55, N+ 109, CO+ 28, O- 7, N- 9 ], HC2 (653) [ CO- 3, X + 5, E+ 86, C+ 3, E- 16, A+ 46, C- 6, ST+ 31, A- 16, ST- 6, OC+ 45, SE+ 20, OC- 7, O+ 69, N+ 278, CO+ 12, N- 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
An effort even yet lighter might have made her their friend.;4;ANNES:A+:X;;;11;4.5;0;0;1;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"BE 1(friend), PO 1(might), SD 1(effort)";"BE 1(friend)";"BE 1(friend)";"BE 1(friend), PO 1(might)";"BE 1(friend), PO 1(might), SD 1(effort)";"BE 1(friend), PO 1(might), SD 1(effort)";;;;;;;3;1;1;2;3;3;0;0;0;0;0;0;0.86;0.52;0.39;1.05;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;"HC1 (88) [ CO- 7, SE+  1, X + 1, E+ 27, A+ 9, ST+ 8, A- 9, ST- 4, OC+ 9, SE+ 3, O+ 1, N+ 1, CO+ 8 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Would they only have laughed at her about the Doctor!;6;"ANNES:A-:ST-, ANNES:E+:OC+";ANNES:X:SE;;10;4.3;0;0;1;0;0;2;0;0;0;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47;1.01;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;;"HC1 (92) [ CO- 7, SE+  1, X + 1, E+ 28, A+ 9, ST+ 8, A- 10, ST- 5, OC+ 10, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC2 (96) [ X + 1, E+ 27, SE+ 31, A+ 10, A- 25, N+ 1, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"But so little were they, anymore than the others, inclined to oblige her, that if Sir John dined from home, she might spend a whole day without hearing any other raillery on the subject, than what she was kind enough to bestow on herself.";6;"ANNES:A-:ST-, ANNES:E+:OC+, SRMID:E+:OC+";"MARIA:E-:X, ELINO:E-:X, ANNES:X:SE";;44;4.3;1;0;4;0;0;8;2;0;0;0;1;4;1;2;0;0;0;5;0;5;0;0;0;0;2;0;3;3;1;1;0;0;0;1;0;0;"PO 1(might)";;;"PO 1(might)";"PO 1(might)";"PO 1(might)";"kind";"kind, little";"little";"kind";"whole";;1;0;0;1;1;1;1;2;1;1;1;0;0.85;0.55;0.23;1.20;0;0;0;0;2;2;0;1;0;0;1;0;0;1;0;0;2;0;;"HC1 (96) [ CO- 7, SE+  1, X + 1, E+ 29, A+ 9, ST+ 8, A- 11, ST- 6, OC+ 11, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC2 (97) [ X + 1, E+ 27, SE+ 32, A+ 10, A- 25, N+ 1, N- 1 ]";;;;;;;"HC2 (640) [ X + 5, E+ 21, C+ 103, E- 20, A+ 86, ST+ 71, A- 6, ST- 2, OC+ 7, SE+ 12, SE- 1, O+ 72, N+ 99, CO+ 73, N- 62 ]";;;;;;;;;;;;"HC2 (654) [ CO- 3, X + 5, E+ 86, C+ 3, E- 17, A+ 46, C- 6, ST+ 31, A- 16, ST- 6, OC+ 45, SE+ 20, OC- 7, O+ 69, N+ 278, CO+ 12, N- 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (170) [ CO- 7, E+ 74, C+ 2, A+ 17, C- 1, ST+ 27, A- 3, ST- 9, OC+ 16, OC- 4, SE- 3, O+ 1, O- 2, CO+ 4 ]";;;;;;;
"All these jealousies and discontents, however, were so totally unsuspected by Mrs. Jennings, that she thought it a delightful thing for the girls to be together; and generally congratulated her young friends every night, on having escaped the company of a stupid old woman so long.";7;MSJEN:E-:OC+;MSJEN:E:ST;MSJEN:C-:X;47;4.9;2;0;6;0;0;5;5;0;0;0;0;4;4;2;0;1;0;2;1;7;0;0;0;0;1;0;1;3;1;1;0;0;0;0;0;0;"BE 1(friends), HE 1(delightful), SD 1(thought), UN 1(company)";"BE 1(friends), HE 1(delightful), SD 1(thought)";;"HE 1(delightful), SD 1(thought), UN 1(company)";"BE 1(friends), SD 1(thought)";"BE 1(friends), HE 1(delightful), SD 1(thought), UN 1(company)";;"stupid, young, old, delightful";"young, old";;"stupid, delightful, it";;4;3;0;3;2;4;0;4;2;0;3;0;0.86;0.51;0.31;1.15;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (290) [ CO- 11, E+ 72, C+ 1, E- 3, A+ 40, C- 3, ST+ 78, A- 18, ST- 4, OC+ 24, SE+ 3, OC- 1, SE- 2, O+ 16, CO+ 10, O- 2, N- 2 ], HC2 (203) [ X + 2, E+ 74, OC+ 2, SE+ 42, A+ 39, ST+ 10, A- 28, O+ 1, N+ 3, O- 1, N- 1 ], HC3 (217) [ E+ 126, SE+ 17, C+ 4, A+ 35, C- 3, ST+ 27, A- 2, CO+ 3 ]";;;;;;;;;;;;;;;;;;;
"She joined them sometimes at Sir John's, sometimes at her own house; but wherever it was, she always came in excellent spirits, full of delight and importance, attributing Charlotte's well doing to her own care, and ready to give so exact, so minute a detail of her situation, as only Miss Steele had curiosity enough to desire.";7;"MSJEN:E+:ST+, ANNES:X:OC+, MSJEN:N-:X";"MSJEN:A+:SE, ANNES:O:X";MSJEN:C-:X;58;4.5;3;0;1;0;0;6;7;0;0;0;0;7;1;5;0;0;0;4;3;8;0;0;0;0;3;0;2;4;2;0;0;0;0;0;0;1;"BE 1(care), HE 2(delight, desire), PO 1(importance), ST 1(curiosity)";"BE 1(care), HE 1(desire), PO 1(importance), ST 1(curiosity)";"BE 1(care)";"BE 1(care), HE 2(delight, desire), ST 1(curiosity)";"BE 1(care)";"BE 1(care), HE 2(delight, desire), ST 1(curiosity)";"exact";"excellent, well";"well, full, minute";;"excellent, it";"ready";5;4;1;4;1;4;1;2;3;0;2;1;0.84;0.57;0.35;1.12;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;;"HC1 (97) [ CO- 7, SE+  1, X + 1, E+ 29, A+ 9, ST+ 8, A- 11, ST- 6, OC+ 12, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC2 (98) [ X + 1, E+ 27, SE+ 32, A+ 10, A- 25, O+ 1, N+ 1, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (293) [ CO- 11, E+ 73, C+ 1, E- 3, A+ 40, C- 3, ST+ 79, A- 18, ST- 4, OC+ 24, SE+ 3, OC- 1, SE- 2, O+ 16, CO+ 10, O- 2, N- 3 ], HC2 (205) [ X + 2, E+ 74, OC+ 2, SE+ 43, A+ 40, ST+ 10, A- 28, O+ 1, N+ 3, O- 1, N- 1 ], HC3 (218) [ E+ 126, SE+ 17, C+ 4, A+ 35, C- 4, ST+ 27, A- 2, CO+ 3 ]";;;;;;;;;;;;;;;;;;;
One thing DID disturb her; and of that she made her daily complaint.;0;;;;14;3.9;1;1;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.84;0.56;0.41;1.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Mr. Palmer maintained the common, but unfatherly opinion among his sex, of all infants being alike; and though she could plainly perceive, at different times, the most striking resemblance between this baby and every one of his relations on both sides, there was no convincing his father of it; no persuading him to believe that it was not exactly like every other baby of the same age; nor could he even be brought to acknowledge the simple proposition of its being the finest child in the world.";6;"MRPAL:A-:ST-, MSJEN:X:ST-, MRPAL:N-:CO-";MRPAL:A-:X;;90;4.5;4;1;13;1;0;13;7;0;1;0;2;10;4;2;0;0;0;5;4;5;0;1;0;0;2;0;4;3;4;1;0;0;0;0;0;0;"BE 1(father), HE 1(sex), SD 1(opinion), ST 1(different), UN 1(acknowledge)";"BE 1(father), HE 1(sex), ST 1(different)";"SD 1(opinion), UN 1(acknowledge)";"HE 1(sex), SD 1(opinion), ST 1(different)";"BE 1(father), HE 1(sex), ST 1(different), UN 1(acknowledge)";"BE 1(father), HE 1(sex), SD 1(opinion), ST 1(different), UN 1(acknowledge)";"simple";;"unfatherly";"simple";"striking, common, it, child";;5;3;2;3;4;5;1;0;1;1;4;0;0.85;0.53;0.31;1.14;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (83) [ CO- 2, E+ 3, C+ 3, E- 15, A+ 1, A- 29, ST- 9, OC+ 3, SE+ 6, O+ 2, N+ 3, CO+ 5, O- 1, N- 1 ], HC2 (50) [ X + 2, E+ 3, E- 12, SE+ 4, A- 24, O+ 3, ST- 1, O- 1 ]";;;;;;;;"HC1 (294) [ CO- 11, E+ 73, C+ 1, E- 3, A+ 40, C- 3, ST+ 79, A- 18, ST- 5, OC+ 24, SE+ 3, OC- 1, SE- 2, O+ 16, CO+ 10, O- 2, N- 3 ]";;;;;;;;;;;;;;;;;;;
"I come now to the relation of a misfortune, which about this time befell Mrs. John Dashwood.";0;;;;17;4.4;0;0;3;0;0;2;0;0;0;0;0;3;0;3;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.90;0.43;0.34;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"It so happened that while her two sisters with Mrs. Jennings were first calling on her in Harley Street, another of her acquaintance had dropt in--a circumstance in itself not apparently likely to produce evil to her.";4;FANNY:E+:X;;;37;4.8;0;1;1;0;0;7;4;0;0;0;0;3;1;4;0;0;0;3;3;3;0;0;0;0;2;0;1;3;0;1;0;0;0;0;0;0;"BE 1(acquaintance)";"BE 1(acquaintance)";;"BE 1(acquaintance)";;"BE 1(acquaintance)";;"evil";;;"likely, evil, first";;1;1;0;1;0;1;0;1;0;0;3;0;0.84;0.56;0.29;1.15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (122) [ CO- 4, OC+ 2, E+ 2, SE+ 33, OC- 1, A+ 4, ST+ 1, A- 40, ST- 28, O- 1, CO+ 6 ]";;;;;;;;;;;;;;;;;;;;;
"But while the imaginations of other people will carry them away to form wrong judgments of our conduct, and to decide on it by slight appearances, one's happiness must in some measure be always at the mercy of chance.";0;;;;39;4.5;2;0;3;0;0;8;3;0;0;0;2;6;4;0;0;0;0;2;1;2;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;"CO 2(must, measure), HE 1(happiness), UN 1(mercy)";"CO 2(must, measure)";"HE 1(happiness)";"CO 2(must, measure), HE 1(happiness), UN 1(mercy)";"CO 2(must, measure)";"CO 2(must, measure), HE 1(happiness), UN 1(mercy)";;;"must";;"slight, it, wrong";"will";4;2;1;4;2;4;0;0;1;0;3;1;0.85;0.53;0.31;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"In the present instance, this last-arrived lady allowed her fancy to so far outrun truth and probability, that on merely hearing the name of Elinor and Marianne, and understanding them to be Mr. Dashwood's sisters, she immediately concluded them to be staying in Harley Street; and this misconstruction produced within a day or two afterwards, cards of invitation for them as well as for their brother and sister, to a small musical party at her house.";4;FANNY:X:ST-;;;77;4.8;6;1;6;0;0;11;6;0;0;0;0;12;2;6;0;0;0;4;3;7;0;0;0;0;4;0;2;3;3;0;0;0;0;0;0;0;"HE 1(party), PO 1(fancy), UN 1(understanding)";"UN 1(understanding)";"UN 1(understanding)";"HE 1(party), PO 1(fancy), UN 1(understanding)";"UN 1(understanding)";"HE 1(party), PO 1(fancy), UN 1(understanding)";"musical, understanding";"understanding, well";"well, present";"musical";"small, fancy, lady";;3;1;1;3;1;3;2;2;2;1;3;0;0.85;0.55;0.30;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (123) [ CO- 4, OC+ 2, E+ 2, SE+ 33, OC- 1, A+ 4, ST+ 1, A- 40, ST- 29, O- 1, CO+ 6 ]";;;;;;;;;;;;;;;;;;;;;
"The consequence of which was, that Mrs. John Dashwood was obliged to submit not only to the exceedingly great inconvenience of sending her carriage for Elinor and Marianne, but, what was still worse, must be subject to all the unpleasantness of appearing to treat them with attention: and who could tell that they might not expect to go out with her a second time?";7;"FANNY:X:ST-, FANNY:X:SE+";FANNY:A-:SE;FANNY:A-:ST-;65;4.6;3;0;4;0;0;8;3;1;0;0;3;6;0;5;0;1;0;3;1;5;0;0;1;0;5;0;6;3;2;1;0;0;1;2;0;0;"CO 2(obliged, must), PO 1(might), SE 1(attention)";"CO 2(obliged, must), SE 1(attention)";;"CO 2(obliged, must), PO 1(might), SE 1(attention)";"CO 1(must), PO 1(might)";"CO 2(obliged, must), PO 1(might), SE 1(attention)";;"great";"must";"still, second";"great, out";;4;3;0;4;2;4;0;1;1;2;2;0;0.85;0.54;0.41;1.06;0;0;0;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (125) [ CO- 4, OC+ 2, E+ 2, SE+ 34, OC- 1, A+ 4, ST+ 1, A- 40, ST- 30, O- 1, CO+ 6 ], HC2 (143) [ SE+ 30, C- 1, A+ 3, ST+ 7, A- 69, ST- 15, CO+ 18 ], HC3 (64) [ E+ 2, SE+ 28, E- 1, C+ 10, A- 9, ST- 1, O- 10, cO+ 1, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;
